x,y,trueLabel,anomalyScore,predictedLabel
0,20.0,label0,1.0,label0
1,20.313952597646566,label0,1.0,label0
2,20.626666167821522,label0,1.0,label0
3,20.936906572928624,label0,1.0,label0
4,21.243449435824274,label0,1.0,label0
5,21.545084971874736,label0,1.0,label0
6,21.84062276342339,label0,1.0,label0
7,22.128896457825363,label0,1.0,label0
8,22.408768370508575,label0,1.0,label0
9,22.679133974894985,label0,1.0,label0
10,22.938926261462367,label0,1.0,label0
11,23.187119948743447,label0,1.0,label0
12,23.422735529643443,label0,1.0,label0
13,23.64484313710706,label0,1.0,label0
14,23.852566213878944,label0,1.0,label0
15,24.045084971874736,label0,1.0,label0
16,24.221639627510076,label0,1.0,label0
17,24.38153340021932,label0,1.0,label0
18,24.5241352623301,label0,1.0,label0
19,24.648882429441258,label0,1.0,label0
20,24.755282581475768,label0,1.0,label0
21,24.842915805643155,label0,1.0,label0
22,24.911436253643444,label0,1.0,label0
23,24.960573506572388,label0,1.0,label0
24,24.99013364214136,label0,1.0,label0
25,25.0,label0,0.0,label0
26,24.99013364214136,label0,0.0,label0
27,24.960573506572388,label0,0.0,label0
28,24.911436253643444,label0,0.0,label0
29,24.842915805643155,label0,0.45000000000000001,label0
30,24.755282581475768,label0,0.0,label0
31,24.648882429441258,label0,0.42499999999999999,label0
32,24.5241352623301,label0,0.025000000000000001,label0
33,24.38153340021932,label0,0.5,label0
34,24.221639627510076,label0,0.77500000000000002,label0
35,24.045084971874736,label0,0.72499999999999998,label0
36,23.852566213878944,label0,0.75,label0
37,23.64484313710706,label0,0.75,label0
38,23.422735529643443,label0,0.80000000000000004,label0
39,23.18711994874345,label0,0.72499999999999998,label0
40,22.938926261462367,label0,0.84999999999999998,label0
41,22.679133974894985,label0,0.77500000000000002,label0
42,22.408768370508575,label0,0.77500000000000002,label0
43,22.128896457825363,label0,0.94999999999999996,label0
44,21.84062276342339,label0,0.90000000000000002,label0
45,21.545084971874736,label0,0.77500000000000002,label0
46,21.243449435824274,label0,0.80000000000000004,label0
47,20.936906572928624,label0,0.875,label0
48,20.626666167821522,label0,0.90000000000000002,label0
49,20.31395259764657,label0,0.77500000000000002,label0
50,20.0,label0,0.82499999999999996,label0
51,19.686047402353434,label0,0.625,label0
52,19.373333832178478,label0,1.0,label0
53,19.063093427071376,label0,1.0,label0
54,18.756550564175726,label0,1.0,label0
55,18.454915028125264,label0,1.0,label0
56,18.15937723657661,label0,1.0,label0
57,17.871103542174637,label0,1.0,label0
58,17.591231629491425,label0,1.0,label0
59,17.32086602510502,label0,1.0,label0
60,17.061073738537637,label0,1.0,label0
61,16.812880051256553,label0,1.0,label0
62,16.577264470356557,label0,1.0,label0
63,16.35515686289294,label0,1.0,label0
64,16.147433786121052,label0,1.0,label0
65,15.954915028125264,label0,1.0,label0
66,15.778360372489924,label0,1.0,label0
67,15.618466599780682,label0,1.0,label0
68,15.475864737669902,label0,1.0,label0
69,15.351117570558742,label0,1.0,label0
70,15.244717418524232,label0,1.0,label0
71,15.157084194356845,label0,0.97499999999999998,label0
72,15.088563746356556,label0,1.0,label0
73,15.039426493427612,label0,0.92500000000000004,label0
74,15.009866357858641,label0,0.67500000000000004,label0
75,15.0,label0,0.0,label0
76,15.009866357858641,label0,0.0,label0
77,15.03942649342761,label0,0.0,label0
78,15.088563746356556,label0,0.0,label0
79,15.157084194356845,label0,0.29999999999999999,label0
80,15.244717418524232,label0,0.0,label0
81,15.351117570558742,label0,0.375,label0
82,15.475864737669902,label0,0.025000000000000001,label0
83,15.618466599780684,label0,0.42499999999999999,label0
84,15.778360372489924,label0,0.69999999999999996,label0
85,15.954915028125262,label0,0.75,label0
86,16.147433786121052,label0,0.67500000000000004,label0
87,16.35515686289294,label0,0.625,label0
88,16.577264470356553,label0,0.80000000000000004,label0
89,16.812880051256553,label0,0.69999999999999996,label0
90,17.061073738537633,label0,0.80000000000000004,label0
91,17.320866025105015,label0,0.75,label0
92,17.591231629491418,label0,0.65000000000000002,label0
93,17.871103542174634,label0,0.875,label0
94,18.15937723657661,label0,0.82499999999999996,label0
95,18.454915028125264,label0,0.875,label0
96,18.756550564175722,label0,0.75,label0
97,19.063093427071376,label0,0.875,label0
98,19.373333832178478,label0,0.84999999999999998,label0
99,19.686047402353434,label0,0.84999999999999998,label0
100,20.0,label0,0.92500000000000004,label0
101,20.313952597646562,label0,0.375,label0
102,20.626666167821522,label0,0.625,label0
103,20.93690657292862,label0,0.25,label0
104,21.243449435824274,label0,0.27500000000000002,label0
105,21.545084971874736,label0,0.025000000000000001,label0
106,21.84062276342339,label0,0.050000000000000003,label0
107,22.128896457825363,label0,0.074999999999999997,label0
108,22.408768370508575,label0,0.050000000000000003,label0
109,22.67913397489498,label0,0.025000000000000001,label0
110,22.938926261462363,label0,0.050000000000000003,label0
111,23.18711994874345,label0,0.050000000000000003,label0
112,23.422735529643443,label0,0.10000000000000001,label0
113,23.644843137107056,label0,0.074999999999999997,label0
114,23.852566213878944,label0,0.050000000000000003,label0
115,24.04508497187474,label0,0.025000000000000001,label0
116,24.221639627510076,label0,0.025000000000000001,label0
117,24.38153340021932,label0,0.025000000000000001,label0
118,24.5241352623301,label0,0.10000000000000001,label0
119,24.648882429441255,label0,0.10000000000000001,label0
120,24.755282581475768,label0,0.050000000000000003,label0
121,24.842915805643155,label0,0.025000000000000001,label0
122,24.911436253643444,label0,0.10000000000000001,label0
123,24.960573506572388,label0,0.025000000000000001,label0
124,24.99013364214136,label0,0.025000000000000001,label0
125,25.0,label0,0.0,label0
126,24.99013364214136,label0,0.0,label0
127,24.960573506572388,label0,0.0,label0
128,24.911436253643444,label0,0.0,label0
129,24.842915805643155,label0,0.45000000000000001,label0
130,24.755282581475768,label0,1.0,label0
131,24.648882429441258,label0,0.074999999999999997,label0
132,24.5241352623301,label0,0.0,label0
133,24.38153340021932,label0,0.025000000000000001,label0
134,24.221639627510076,label0,0.025000000000000001,label0
135,24.045084971874736,label0,0.025000000000000001,label0
136,23.852566213878944,label0,0.025000000000000001,label0
137,23.644843137107056,label0,0.025000000000000001,label0
138,23.422735529643443,label0,0.025000000000000001,label0
139,23.187119948743447,label0,0.0,label0
140,22.938926261462367,label0,0.050000000000000003,label0
141,22.679133974894988,label0,0.025000000000000001,label0
142,22.40876837050857,label0,0.050000000000000003,label0
143,22.128896457825363,label0,0.050000000000000003,label0
144,21.84062276342339,label0,0.0,label0
145,21.54508497187474,label0,0.0,label0
146,21.243449435824278,label0,0.050000000000000003,label0
147,20.93690657292862,label0,0.0,label0
148,20.62666616782152,label0,0.0,label0
149,20.313952597646566,label0,0.20000000000000001,label0
150,20.000000000000004,label0,0.10000000000000001,label0
151,19.686047402353438,label0,0.0,label0
152,19.373333832178485,label0,0.074999999999999997,label0
153,19.063093427071376,label0,0.025000000000000001,label0
154,18.756550564175726,label0,0.074999999999999997,label0
155,18.454915028125264,label0,0.025000000000000001,label0
156,18.159377236576614,label0,0.050000000000000003,label0
157,17.87110354217464,label0,0.050000000000000003,label0
158,17.59123162949142,label0,0.10000000000000001,label0
159,17.320866025105015,label0,0.074999999999999997,label0
160,17.061073738537637,label0,0.025000000000000001,label0
161,16.812880051256553,label0,0.050000000000000003,label0
162,16.57726447035656,label0,0.10000000000000001,label0
163,16.355156862892947,label0,0.14999999999999999,label0
164,16.14743378612106,label0,0.20000000000000001,label0
165,15.954915028125269,label0,0.125,label0
