x,y,trueLabel,anomalyScore,predictedLabel
0,21.762195669690055,label0,1.0,label0
1,23.77277487448722,label0,1.0,label0
2,21.74536260645356,label0,1.0,label0
3,25.465082364662276,label0,0.97499999999999998,label0
4,24.415936515193774,label0,1.0,label0
5,25.54511258390692,label0,1.0,label0
6,26.03945006889196,label0,1.0,label0
7,22.18920116332778,label0,1.0,label0
8,25.269997819336545,label0,0.92500000000000004,label0
9,25.94382141526183,label0,0.5,label0
10,27.93120249551042,label0,1.0,label0
11,27.85549933065309,label0,1.0,label0
12,25.787720782815036,label0,1.0,label0
13,25.21136594859166,label0,1.0,label0
14,24.95918142718239,label0,1.0,label0
15,28.426681995113707,label0,1.0,label0
16,24.853810956793534,label0,1.0,label0
17,25.367008335180333,label0,0.97499999999999998,label0
18,26.709051225997555,label0,0.75,label0
19,26.103813965299153,label0,1.0,label0
20,28.04876663622272,label0,0.0,label0
21,28.35060966400731,label0,0.55000000000000004,label0
22,27.530709914064914,label0,1.0,label0
23,25.541180228204304,label0,1.0,label0
24,28.45467767492276,label0,1.0,label0
25,27.870633123794917,label0,0.65000000000000002,label0
26,25.13899100016682,label0,0.67500000000000004,label0
27,28.43674248290515,label0,1.0,label0
28,28.69744467264179,label0,0.67500000000000004,label0
29,25.634536684573106,label0,1.0,label0
30,26.333769901710077,label0,0.32500000000000001,label0
31,24.946557660158653,label0,1.0,label0
32,25.751158695441198,label0,0.47499999999999998,label0
33,26.426215972588537,label0,0.69999999999999996,label0
34,27.3649268060757,label0,1.0,label0
35,26.55387070538191,label0,1.0,label0
36,26.893029207337825,label0,0.72499999999999998,label0
37,23.698329750085318,label0,1.0,label0
38,24.540736943144243,label0,1.0,label0
39,24.833738445183943,label0,0.84999999999999998,label0
40,27.66791606527046,label0,0.97499999999999998,label0
41,25.217994119308525,label0,0.82499999999999996,label0
42,27.08785639622117,label0,0.84999999999999998,label0
43,23.61999907223142,label0,1.0,label0
44,23.5847038749496,label0,0.82499999999999996,label0
45,22.93685980874452,label0,0.94999999999999996,label0
46,21.634842147934553,label0,1.0,label0
47,24.353718509175867,label0,0.45000000000000001,label0
48,22.79047605686911,label0,0.92500000000000004,label0
49,22.683645269754884,label0,0.94999999999999996,label0
50,21.874754187063203,label0,0.875,label0
51,20.305661710606607,label0,1.0,label0
52,22.32406312801651,label0,1.0,label0
53,20.099229655231362,label0,1.0,label0
54,22.741335832185047,label0,0.97499999999999998,label0
55,22.827166209893978,label0,0.0,label0
56,19.477995695983395,label0,1.0,label0
57,18.36300056176263,label0,1.0,label0
58,22.21169900049585,label0,1.0,label0
59,18.071366019724913,label0,1.0,label0
60,19.387664307136497,label0,1.0,label0
61,18.554170733861405,label0,0.92500000000000004,label0
62,16.996279595938045,label0,1.0,label0
63,20.293192153524362,label0,1.0,label0
64,16.270049916602495,label0,1.0,label0
65,19.82574622567071,label0,1.0,label0
66,16.102647236936715,label0,1.0,label0
67,20.45006649856655,label0,0.94999999999999996,label0
68,18.7082859143749,label0,1.0,label0
69,17.72501599994407,label0,1.0,label0
70,17.56850154711466,label0,1.0,label0
71,17.44381410086438,label0,1.0,label0
72,18.301730552323768,label0,0.97499999999999998,label0
73,15.455601245597013,label0,1.0,label0
74,17.97013527885437,label0,1.0,label0
75,15.24748216561555,label0,0.90000000000000002,label0
76,19.782938559589734,label0,1.0,label0
77,18.87571473627958,label0,1.0,label0
78,16.48583403776276,label0,1.0,label0
79,16.3280931241767,label0,1.0,label0
80,19.730532773230905,label0,0.074999999999999997,label0
81,19.4595396034424,label0,0.82499999999999996,label0
82,19.237883339362202,label0,0.875,label0
83,17.058238764207157,label0,1.0,label0
84,15.989661092340276,label0,1.0,label0
85,17.786380725544497,label0,1.0,label0
86,20.49920864179345,label0,0.97499999999999998,label0
87,18.673713292059162,label0,0.050000000000000003,label0
88,20.565565277336887,label0,1.0,label0
89,20.055586463770148,label0,1.0,label0
90,19.94903809887215,label0,0.59999999999999998,label0
91,21.365975890918033,label0,0.92500000000000004,label0
92,18.630791785937838,label0,1.0,label0
93,19.98987977524437,label0,0.69999999999999996,label0
94,22.913135708637267,label0,0.32500000000000001,label0
95,19.756668590616123,label0,0.84999999999999998,label0
96,20.792996087336295,label0,0.55000000000000004,label0
97,23.57788686975737,label0,1.0,label0
98,23.284651217524186,label0,0.27500000000000002,label0
99,24.29782041919176,label0,1.0,label0
100,20.75233719760823,label0,0.97499999999999998,label0
101,25.146304459858765,label0,1.0,label0
102,22.839852136793453,label0,1.0,label0
103,22.259605713037995,label0,0.29999999999999999,label0
104,26.08669523155464,label0,0.92500000000000004,label0
105,22.164281804854948,label0,0.40000000000000002,label0
106,26.791068124875686,label0,0.84999999999999998,label0
107,24.467205409547756,label0,0.82499999999999996,label0
108,25.124775159002404,label0,0.42499999999999999,label0
109,25.10557138037251,label0,0.29999999999999999,label0
110,23.725697262891902,label0,0.80000000000000004,label0
111,23.977139165043898,label0,0.17499999999999999,label0
112,27.271624393717584,label0,1.0,label0
113,27.126297223714868,label0,0.84999999999999998,label0
