1, 0.00989, 39.6044, 0.00989, 10000
2, 0.01959, 39.2164, 0.0138856836377, 10000
3, 0.0299175, 38.8033, 0.0173576116872, 10000
4, 0.038975, 38.441, 0.019635022017, 10000
5, 0.0491425, 38.0343, 0.0221964287676, 10000
6, 0.0582575, 37.6697, 0.0240808848026, 10000
7, 0.068725, 37.251, 0.0263673214721, 10000
8, 0.07707, 36.9172, 0.0277287362859, 10000
9, 0.0861, 36.556, 0.0292780303944, 10000
10, 0.0952225, 36.1911, 0.0307946119004, 10000
11, 0.1043975, 35.8241, 0.0322720665364, 10000
12, 0.1144475, 35.4221, 0.0339552351596, 10000
13, 0.1217625, 35.1295, 0.0347916062259, 10000
14, 0.13139, 34.7444, 0.0362640500881, 10000
15, 0.14007, 34.3972, 0.037438451085, 10000
16, 0.1478475, 34.0861, 0.038363099268, 10000
17, 0.1577875, 33.6885, 0.0398119490161, 10000
18, 0.1655725, 33.3771, 0.0407023375373, 10000
19, 0.1741725, 33.0331, 0.0417721934412, 10000
20, 0.1822025, 32.7119, 0.0426967014289, 10000
21, 0.1884, 32.464, 0.0431908867768, 10000
22, 0.19814, 32.0744, 0.0444873517459, 10000
23, 0.20723, 31.7108, 0.0456113718336, 10000
24, 0.2150075, 31.3997, 0.046440477556, 10000
25, 0.2222525, 31.1099, 0.0471498436129, 10000
26, 0.2298725, 30.8051, 0.0479371710706, 10000
27, 0.2380625, 30.4775, 0.0488345401059, 10000
28, 0.24561, 30.1756, 0.0495912279974, 10000
29, 0.25228, 29.9088, 0.0501779812278, 10000
30, 0.2592075, 29.6317, 0.0508058042619, 10000
31, 0.2676725, 29.2931, 0.0517286577835, 10000
32, 0.275025, 28.999, 0.0524388323715, 10000
33, 0.2850925, 28.5963, 0.0536592081088, 10000
34, 0.2889875, 28.4405, 0.0537159675697, 10000
35, 0.2964475, 28.1421, 0.0544369396036, 10000
36, 0.3045125, 27.8195, 0.0552662417489, 10000
37, 0.3095575, 27.6177, 0.0555497394139, 10000
38, 0.3164275, 27.3429, 0.0561587257873, 10000
39, 0.3240025, 27.0399, 0.0568991132662, 10000
40, 0.3318925, 26.7243, 0.0576817669232, 10000
41, 0.337145, 26.5142, 0.0580147877437, 10000
42, 0.34453, 26.2188, 0.058713608275, 10000
43, 0.351175, 25.953, 0.0592813521161, 10000
44, 0.357335, 25.7066, 0.0597728429748, 10000
45, 0.3636425, 25.4543, 0.0602868758296, 10000
46, 0.3708825, 25.1647, 0.0609547546406, 10000
47, 0.3751825, 24.9927, 0.0611476755179, 10000
48, 0.3811675, 24.7533, 0.06161325819, 10000
49, 0.3870225, 24.5191, 0.0620654165462, 10000
50, 0.3951375, 24.1945, 0.0628795675687, 10000
