x,y,label
0.0,21.762195669690055,label0
0.06283185307179587,23.77277487448722,label0
0.12566370614359174,21.74536260645356,label0
0.18849555921538758,25.465082364662276,label0
0.25132741228718347,24.415936515193774,label0
0.3141592653589793,25.54511258390692,label0
0.37699111843077515,26.03945006889196,label0
0.43982297150257105,22.18920116332778,label0
0.5026548245743669,25.269997819336545,label0
0.5654866776461628,25.94382141526183,label0
0.6283185307179586,27.93120249551042,label0
0.6911503837897545,27.85549933065309,label0
0.7539822368615503,25.787720782815036,label0
0.8168140899333463,25.21136594859166,label0
0.8796459430051421,24.95918142718239,label0
0.9424777960769378,28.426681995113707,label0
1.0053096491487339,24.853810956793534,label0
1.0681415022205298,25.367008335180333,label0
1.1309733552923256,26.709051225997555,label0
1.1938052083641213,26.103813965299153,label0
1.2566370614359172,28.04876663622272,label0
1.3194689145077132,28.35060966400731,label0
1.382300767579509,27.530709914064914,label0
1.4451326206513047,25.541180228204304,label0
1.5079644737231006,28.45467767492276,label0
1.5707963267948966,27.870633123794917,label0
1.6336281798666925,25.13899100016682,label0
1.6964600329384882,28.43674248290515,label0
1.7592918860102842,28.69744467264179,label0
1.8221237390820801,25.634536684573106,label0
1.8849555921538756,26.333769901710077,label0
1.9477874452256716,24.946557660158653,label0
2.0106192982974678,25.751158695441198,label0
2.0734511513692637,26.426215972588537,label0
2.1362830044410597,27.3649268060757,label0
2.199114857512855,26.55387070538191,label0
2.261946710584651,26.893029207337825,label0
2.324778563656447,23.698329750085318,label0
2.3876104167282426,24.540736943144243,label0
2.4504422698000385,24.833738445183943,label0
2.5132741228718345,27.66791606527046,label0
2.57610597594363,25.217994119308525,label0
2.6389378290154264,27.08785639622117,label0
2.701769682087222,23.61999907223142,label0
2.764601535159018,23.5847038749496,label0
2.827433388230814,22.93685980874452,label0
2.8902652413026093,21.634842147934553,label0
2.9530970943744057,24.353718509175867,label0
3.015928947446201,22.79047605686911,label0
3.078760800517997,22.683645269754884,label0
3.141592653589793,21.874754187063203,label0
3.204424506661589,20.305661710606607,label0
3.267256359733385,22.32406312801651,label0
3.330088212805181,20.099229655231362,label0
3.3929200658769765,22.741335832185047,label0
3.4557519189487724,22.827166209893978,label0
3.5185837720205684,19.477995695983395,label0
3.581415625092364,18.36300056176263,label0
3.6442474781641603,22.21169900049585,label0
3.707079331235956,18.071366019724913,label0
3.7699111843077513,19.387664307136497,label0
3.8327430373795477,18.554170733861405,label0
3.895574890451343,16.996279595938045,label0
3.9584067435231396,20.293192153524362,label0
4.0212385965949355,16.270049916602495,label0
4.084070449666731,19.82574622567071,label0
4.1469023027385274,16.102647236936715,label0
4.209734155810323,20.45006649856655,label0
4.272566008882119,18.7082859143749,label0
4.335397861953915,17.72501599994407,label0
4.39822971502571,17.56850154711466,label0
4.461061568097507,17.44381410086438,label0
4.523893421169302,18.301730552323768,label0
4.586725274241098,15.455601245597013,label0
4.649557127312894,17.97013527885437,label0
4.71238898038469,15.24748216561555,label0
4.775220833456485,19.782938559589734,label0
4.838052686528282,18.87571473627958,label0
4.900884539600077,16.48583403776276,label0
4.9637163926718735,16.3280931241767,label0
5.026548245743669,19.730532773230905,label0
5.0893800988154645,19.4595396034424,label0
5.15221195188726,19.237883339362202,label0
5.215043804959057,17.058238764207157,label0
5.277875658030853,15.989661092340276,label0
5.340707511102648,17.786380725544497,label0
5.403539364174444,20.49920864179345,label0
5.466371217246239,18.673713292059162,label0
5.529203070318036,20.565565277336887,label0
5.592034923389832,20.055586463770148,label0
5.654866776461628,19.94903809887215,label0
5.717698629533423,21.365975890918033,label0
5.780530482605219,18.630791785937838,label0
5.843362335677015,19.98987977524437,label0
5.906194188748811,22.913135708637267,label0
5.969026041820607,19.756668590616123,label0
6.031857894892402,20.792996087336295,label0
6.094689747964199,23.57788686975737,label0
6.157521601035994,23.284651217524186,label0
6.220353454107791,24.29782041919176,label0
6.283185307179586,20.75233719760823,label0
6.346017160251382,25.146304459858765,label0
6.408849013323178,22.839852136793453,label0
6.471680866394974,22.259605713037995,label0
6.53451271946677,26.08669523155464,label0
6.5973445725385655,22.164281804854948,label0
6.660176425610362,26.791068124875686,label0
6.7230082786821574,24.467205409547756,label0
6.785840131753953,25.124775159002404,label0
6.8486719848257485,25.10557138037251,label0
6.911503837897545,23.725697262891902,label0
6.974335690969341,23.977139165043898,label0
7.037167544041137,27.271624393717584,label0
7.099999397112932,27.126297223714868,label0
7.162831250184728,27.718790753004715,label0
7.225663103256525,28.740947559626694,label0
7.288494956328321,29.048220936709,label0
7.351326809400116,29.31054230848461,label0
7.414158662471912,24.793465333367383,label0
7.476990515543707,28.700533781525902,label0
7.539822368615503,29.321612306344782,label0
7.6026542216873,24.910533679172122,label0
7.665486074759095,24.947488084374612,label0
7.728317927830891,25.987165785569804,label0
7.791149780902686,26.773074221644187,label0
7.853981633974482,27.17157666225046,label0
7.916813487046279,29.009878128528875,label0
7.979645340118075,26.160322359466758,label0
8.042477193189871,28.978185317507386,label0
8.105309046261667,27.810475639533642,label0
8.168140899333462,27.772570493852832,label0
8.230972752405258,27.012627594690663,label0
8.293804605477055,28.164483967418303,label0
8.35663645854885,28.448607328142778,label0
8.419468311620646,25.551967269000592,label0
8.482300164692441,24.201905800295382,label0
8.545132017764239,25.662607522231617,label0
8.607963870836034,23.689077778903584,label0
8.67079572390783,27.963230368735573,label0
8.733627576979625,23.922782248248616,label0
8.79645943005142,24.532348545718406,label0
8.859291283123216,27.499357429507686,label0
8.922123136195014,23.423273726858866,label0
8.984954989266809,23.737182448856164,label0
9.047786842338605,22.121275320264814,label0
9.1106186954104,25.38574802386581,label0
9.173450548482196,24.982216088867176,label0
9.236282401553993,25.91587129153433,label0
9.299114254625788,23.862168124564015,label0
9.361946107697584,21.03194164644302,label0
9.42477796076938,20.718057834707306,label0
9.487609813841175,23.665824954989755,label0
9.55044166691297,23.735652927778176,label0
9.613273519984768,22.51663358596997,label0
9.676105373056563,22.10991945714918,label0
9.738937226128359,23.277644265537138,label0
9.801769079200154,20.109644277326186,label0
9.86460093227195,17.930207744652883,label0
9.927432785343747,18.40601074138321,label0
9.990264638415542,21.394885775795736,label0
10.053096491487338,20.20661913773553,label0
10.115928344559133,19.15666590315609,label0
10.178760197630929,20.88645124419449,label0
10.241592050702724,20.276146241225668,label0
10.30442390377452,16.504335291588262,label0
10.367255756846316,19.8490703493207,label0
10.430087609918115,17.443557956674542,label0
10.49291946298991,17.094893589406965,label0
10.555751316061706,18.676153599886405,label0
10.618583169133501,17.31253494154939,label0
10.681415022205297,19.949189549081947,label0
10.744246875277092,16.775163178464222,label0
10.807078728348888,19.17926062137374,label0
10.869910581420683,18.822584217470663,label0
10.932742434492479,19.94017156264937,label0
10.995574287564274,16.55120344598764,label0
11.058406140636071,19.901408098393283,label0
11.121237993707869,16.25482244393609,label0
11.184069846779664,17.215637839954237,label0
11.24690169985146,15.87343921638933,label0
11.309733552923255,15.309536763106717,label0
11.37256540599505,16.063465572242315,label0
11.435397259066846,19.88870294009433,label0
11.498229112138642,17.969805938266315,label0
11.561060965210437,16.632992219419474,label0
11.623892818282235,19.115650639014582,label0
11.68672467135403,19.64001653919335,label0
11.749556524425827,17.087375957221806,label0
11.812388377497623,20.756290497916183,label0
11.875220230569418,18.52251496792185,label0
11.938052083641214,19.192184923000376,label0
12.00088393671301,21.606470022579806,label0
12.063715789784805,21.764816966526688,label0
12.1265476428566,18.78761055577787,label0
12.189379495928398,19.64060567260758,label0
12.252211349000193,18.98501533996001,label0
12.315043202071989,19.899339719574034,label0
12.377875055143784,20.386595316191606,label0
12.440706908215581,21.789933045330123,label0
12.503538761287377,19.73851099123236,label0
12.566370614359172,20.143181074804975,label0
12.629202467430968,24.136854546756666,label0
12.692034320502763,20.77495796660017,label0
12.75486617357456,25.259057769317174,label0
12.817698026646356,22.12748821067666,label0
12.880529879718152,26.118687566941475,label0
12.943361732789947,24.49162498378991,label0
13.006193585861743,24.56383786973748,label0
13.06902543893354,26.07756146946664,label0
13.131857292005336,25.488939671182155,label0
13.194689145077131,25.949506557643883,label0
13.257520998148927,25.511040035264166,label0
13.320352851220724,26.368073069238882,label0
13.38318470429252,27.91427383623621,label0
13.446016557364315,27.454335941614907,label0
13.50884841043611,28.904029143087687,label0
13.571680263507906,27.162942871646155,label0
13.634512116579701,24.529630362830673,label0
13.697343969651497,27.37584173743896,label0
13.760175822723294,25.863082562777805,label0
13.82300767579509,26.478586888670897,label0
13.885839528866887,28.577581964206065,label0
13.948671381938683,26.75955360942323,label0
14.011503235010478,29.784530313547325,label0
14.074335088082274,25.104961620674665,label0
14.137166941154069,29.15919725021947,label0
14.199998794225865,27.528159367076405,label0
14.26283064729766,26.17146016349122,label0
14.325662500369456,28.21020120178308,label0
14.388494353441251,28.91588194322694,label0
14.45132620651305,27.22554036579282,label0
14.514158059584846,29.00905154388486,label0
14.576989912656641,26.29352532950983,label0
14.639821765728437,28.292679435431584,label0
14.702653618800232,27.95556930389547,label0
14.765485471872028,26.65909260871978,label0
14.828317324943823,24.948165358935764,label0
14.891149178015619,23.667967386490975,label0
14.953981031087414,26.89107479009768,label0
15.01681288415921,24.59964525800415,label0
15.079644737231005,26.89606448729976,label0
15.142476590302804,26.365963864387076,label0
15.2053084433746,25.633882352643376,label0
15.268140296446395,22.988571045893426,label0
15.33097214951819,24.66902076894213,label0
15.393804002589986,24.9557218889596,label0
15.456635855661782,25.52827428718513,label0
15.519467708733577,24.503284651747283,label0
15.582299561805373,23.696082014969097,label0
15.645131414877168,23.88422719849345,label0
15.707963267948964,20.313943494131323,label0
15.770795121020763,22.7736114433804,label0
15.833626974092558,20.278197894730397,label0
15.896458827164354,20.71842324302046,label0
15.95929068023615,21.783595285551193,label0
16.022122533307947,19.752989517861057,label0
16.084954386379742,18.986194618834595,label0
16.147786239451538,22.54226536659153,label0
16.210618092523333,20.137517571052705,label0
16.27344994559513,21.49671513099778,label0
16.336281798666924,18.705158437620074,label0
16.39911365173872,21.01489625967683,label0
16.461945504810515,20.973377456269013,label0
16.524777357882314,17.91801706803739,label0
16.58760921095411,16.228969457820412,label0
16.650441064025905,18.43717700140465,label0
16.7132729170977,16.074394885269182,label0
16.776104770169496,18.522877343067417,label0
16.838936623241292,15.67699626362505,label0
16.901768476313087,15.781678703983788,label0
16.964600329384883,17.61492975036427,label0
17.02743218245668,16.195875825166816,label0
17.090264035528477,16.538248488462962,label0
17.153095888600273,16.386653835476867,label0
17.21592774167207,17.97893675430476,label0
17.278759594743864,17.32268996463423,label0
17.34159144781566,16.655294200015668,label0
17.404423300887455,17.757555353014368,label0
17.46725515395925,17.185613323874055,label0
17.530087007031046,17.2883784500671,label0
17.59291886010284,16.200782619097474,label0
17.655750713174637,18.169827903353127,label0
17.718582566246432,15.587824337171188,label0
17.78141441931823,18.245868210127473,label0
17.844246272390027,19.67896852466068,label0
17.907078125461823,17.034586853471133,label0
17.969909978533618,16.24444350420052,label0
