timestamp,x,y,z,g,raw_x,raw_y,raw_z
1435298902322,0.75,3.3125,1.3125,3.641127915907377,0.75,-3.3125,1.3125
1435298902518,-2.4375,-1.5625,-4.5625,5.403630145559557,-2.4375,1.5625,-4.5625
1435298902716,7.625,0,-2.125,7.915570099493782,7.625,0,-2.125
1435298902914,2.5625,1.3125,0,2.879073201570255,2.5625,-1.3125,0
1435298903114,-0.25,0.4375,-0.25,0.5625,-0.25,-0.4375,-0.25
1435298903313,1.875,3.375,0.5,3.893102875599359,1.875,-3.375,0.5
1435298903512,-1.375,0.4375,-0.875,1.6875,-1.375,-0.4375,-0.875
1435298903710,0.3125,1.6875,0.5,1.7875437057593864,0.3125,-1.6875,0.5
1435298903908,0.875,2.875,1.0625,3.1875,0.875,-2.875,1.0625
1435298904107,-1.9375,-1.625,-0.375,2.556395167027195,-1.9375,1.625,-0.375
1435298904306,3.5625,0.6875,-2.5,4.406139183003642,3.5625,-0.6875,-2.5
1435298904704,3.5625,0.875,0.5,3.7023008049049717,3.5625,-0.875,0.5
1435298904706,-0.6875,-0.4375,-0.5,0.9560661587986472,-0.6875,0.4375,-0.5
1435298905102,-0.25,2.1875,-0.8125,2.3468729194398232,-0.25,-2.1875,-0.8125
1435298905103,-0.8125,2.4375,-0.5625,2.6302031765626017,-0.8125,-2.4375,-0.5625
1435298905300,0.25,0.625,-0.625,0.9185586535436918,0.25,-0.625,-0.625
1435298905697,1.4375,2.1875,0.875,2.759925270727452,1.4375,-2.1875,0.875
1435298905700,-1.25,-1,-1,1.8874586088176875,-1.25,1,-1
1435298905896,0.3125,1.1875,0,1.2279301690242812,0.3125,-1.1875,0
1435298906294,-0.75,2.8125,1.3125,3.1930099436112003,-0.75,-2.8125,1.3125
1435298906296,-1.375,-1.25,-1.9375,2.684591449364316,-1.375,1.25,-1.9375
1435298906492,4.5625,2.9375,-4.0625,6.778585305946957,4.5625,-2.9375,-4.0625
1435298906691,3.4375,0.0625,0.4375,3.465792658252943,3.4375,-0.0625,0.4375
1435298906890,-0.375,0.4375,0.4375,0.7234898064243891,-0.375,-0.4375,0.4375
1435298907288,-0.1875,1.9375,-1.5,2.4574504064171876,-0.1875,-1.9375,-1.5
1435298907289,-1.0625,2.25,-1.125,2.730756534369185,-1.0625,-2.25,-1.125
1435298907486,1.4375,0.9375,0,1.7161912772182477,1.4375,-0.9375,0
1435298907684,1.5,3.1875,1.25,3.73800163857642,1.5,-3.1875,1.25
1435298908083,-1.625,-1.25,-1.25,2.401171589037318,-1.625,1.25,-1.25
1435298908085,1.0625,1,-0.0625,1.4604151806934904,1.0625,-1,-0.0625
1435298908281,-2.0625,2.5625,0.6875,3.360501264692516,-2.0625,-2.5625,0.6875
1435298908480,-1.6875,-1.1875,0.4375,2.1093171288357757,-1.6875,1.1875,0.4375
1435298908877,1.375,2.0625,-0.8125,2.608579594338651,1.375,-2.0625,-0.8125
1435298908878,0.4375,2.375,-0.875,2.568590323504315,0.4375,-2.375,-0.875
1435298909076,0.25,1.125,-0.125,1.159202311936963,0.25,-1.125,-0.125
1435298909275,1.375,2.4375,1.625,3.2361483664999047,1.375,-2.4375,1.625
1435298909672,-1.375,-1.8125,2.75,3.5690728838173085,-1.375,1.8125,2.75
1435298909674,-3.4375,5.5625,-2.75,7.093681167066927,-3.4375,-5.5625,-2.75
1435298910269,3.6875,0.6875,0.4375,3.7764690850051985,3.6875,-0.6875,0.4375
1435298910270,-0.6875,0,-0.1875,0.7126096406869612,-0.6875,0,-0.1875
1435298910271,1.375,3.25,0.1875,3.5338762358067948,1.375,-3.25,0.1875
