timestamp,value
2013-12-02 21:15:00,78.5526
2013-12-02 21:20:00,78.7134
2013-12-02 21:25:00,78.8243
2013-12-02 21:30:00,78.9277
2013-12-02 21:35:00,79.0746
2013-12-02 21:40:00,79.2023
2013-12-02 21:45:00,79.3333
2013-12-02 21:50:00,79.3757
2013-12-02 21:55:00,79.4895
2013-12-02 22:00:00,79.57
2013-12-02 22:05:00,79.6019
2013-12-02 22:10:00,79.6649
2013-12-02 22:15:00,79.7482
2013-12-02 22:20:00,80.0693
2013-12-02 22:25:00,80.3222
2013-12-02 22:30:00,80.602
2013-12-02 22:35:00,80.7262
2013-12-02 22:40:00,80.8625
2013-12-02 22:45:00,80.983
2013-12-02 22:50:00,81.0347
2013-12-02 22:55:00,81.0812
2013-12-02 23:00:00,81.1434
2013-12-02 23:05:00,81.2622
2013-12-02 23:10:00,81.3519
2013-12-02 23:15:00,81.5061
2013-12-02 23:20:00,81.6095
2013-12-02 23:25:00,81.6927
2013-12-02 23:30:00,81.8207
2013-12-02 23:35:00,81.952
2013-12-02 23:40:00,81.9875
2013-12-02 23:45:00,82.0546
2013-12-02 23:50:00,82.1175
2013-12-02 23:55:00,82.2741
2013-12-03 00:00:00,82.3453
2013-12-03 00:05:00,82.4345
2013-12-03 00:10:00,82.5598
2013-12-03 00:15:00,82.7225
2013-12-03 00:20:00,82.8664
2013-12-03 00:25:00,82.9735
2013-12-03 00:30:00,83.1353
2013-12-03 00:35:00,83.1845
2013-12-03 00:40:00,83.3169
2013-12-03 00:45:00,83.3583
2013-12-03 00:50:00,83.5013
2013-12-03 00:55:00,83.6548
2013-12-03 01:00:00,83.8017
2013-12-03 01:05:00,83.9243
2013-12-03 01:10:00,84.0436
2013-12-03 01:15:00,84.1159
2013-12-03 01:20:00,84.1793
2013-12-03 01:25:00,84.3505
2013-12-03 01:30:00,84.4903
2013-12-03 01:35:00,84.6008
2013-12-03 01:40:00,84.7151
2013-12-03 01:45:00,84.8748
2013-12-03 01:50:00,85.0156
2013-12-03 01:55:00,85.1445
