timestamp,x,y,z,g,raw_x,raw_y,raw_z
1435294637622,0,1.875,-0.375,1.9121323175972944,0,-1.875,-0.375
1435294637818,0.0625,0.3125,0.0625,0.3247595264191645,0.0625,-0.3125,0.0625
1435294638016,-2.8125,1.8125,0,3.345939703581043,-2.8125,-1.8125,0
1435294638214,-0.25,1.125,0.1875,1.1675963557668378,-0.25,-1.125,0.1875
1435294638413,-0.1875,1,0.0625,1.0193441518937556,-0.1875,-1,0.0625
1435294638611,0.125,1.625,0.125,1.6345871038277526,0.125,-1.625,0.125
1435294638810,0.3125,0.8125,0.0625,0.8727650027355588,0.3125,-0.8125,0.0625
1435294639009,-0.125,1,0.5625,1.1541365820387117,-0.125,-1,0.5625
1435294639207,-0.0625,0.375,0.125,0.40019526483955303,-0.0625,-0.375,0.125
1435294639406,-0.1875,1.125,0.125,1.1473474844178637,-0.1875,-1.125,0.125
1435294639606,-0.0625,1.0625,0.8125,1.3390178303517843,-0.0625,-1.0625,0.8125
1435294639803,1.125,1.8125,-0.125,2.136915124659845,1.125,-1.8125,-0.125
1435294640002,-0.0625,0.125,0.1875,0.23385358667337133,-0.0625,-0.125,0.1875
1435294640201,-1.25,2.625,-0.1875,2.9134655052016663,-1.25,-2.625,-0.1875
1435294640400,-1.0625,0.3125,0.25,1.1353688827865593,-1.0625,-0.3125,0.25
1435294640599,-0.125,1.0625,0.375,1.1336473217010659,-0.125,-1.0625,0.375
1435294640797,0,1.375,0.125,1.3806701271484076,0,-1.375,0.125
1435294640997,-0.4375,1.1875,-0.125,1.2716868718359877,-0.4375,-1.1875,-0.125
1435294641394,0.1875,0.6875,0.625,0.9478594305064438,0.1875,-0.6875,0.625
1435294641396,3.6875,1.3125,0.125,3.916112549455135,3.6875,-1.3125,0.125
1435294641592,-0.25,1.0625,0.1875,1.1075028216668343,-0.25,-1.0625,0.1875
1435294641792,-0.125,1.0625,0.1875,1.086134199811423,-0.125,-1.0625,0.1875
1435294642387,0.25,1.875,-0.0625,1.89262549121584,0.25,-1.875,-0.0625
1435294642389,0.0625,0.125,0.375,0.40019526483955303,0.0625,-0.125,0.375
1435294642390,-0.25,2.25,0.1875,2.271597730673281,-0.25,-2.25,0.1875
1435294642586,-0.5,1.9375,0.125,2.00487686654318,-0.5,-1.9375,0.125
1435294642785,-0.3125,1,0.0625,1.0495534764841665,-0.3125,-1,0.0625
1435294643183,0.0625,1.0625,0.8125,1.3390178303517843,0.0625,-1.0625,0.8125
1435294643185,0.875,1.8125,-0.25,2.028122592448494,0.875,-1.8125,-0.25
1435294643382,0,0.3125,0.1875,0.3644344934278313,0,-0.3125,0.1875
1435294643778,-2.625,1.9375,-0.3125,3.2775276505317237,-2.625,-1.9375,-0.3125
1435294644376,-0.25,1.25,0.0625,1.2762861160413836,-0.25,-1.25,0.0625
1435294644378,-0.125,1.0625,0.4375,1.155827625556683,-0.125,-1.0625,0.4375
1435294644574,-0.0625,1.3125,0,1.31398725260179,-0.0625,-1.3125,0
1435294644575,-0.75,1.3125,-0.0625,1.5129648046137756,-0.75,-1.3125,-0.0625
1435294644578,0,0.75,0.5,0.9013878188659973,0,-0.75,0.5
1435294644772,0.9375,1.6875,0.25,1.9465514377996795,0.9375,-1.6875,0.25
1435294645170,-0.125,1,0.3125,1.0551214385083834,-0.125,-1,0.3125
1435294645171,0,0.9375,0.0625,0.9395810236483068,0,-0.9375,0.0625
1435294645567,0.0625,1.75,-0.0625,1.7522307211095234,0.0625,-1.75,-0.0625
1435294645569,0.5625,0.625,0.125,0.8500919067959652,0.5625,-0.625,0.125
1435294645767,-0.1875,1.25,0.25,1.288470508005519,-0.1875,-1.25,0.25
1435294645966,-0.5625,1.4375,0.1875,1.554981913078091,-0.5625,-1.4375,0.1875
1435294646164,-0.1875,1.0625,0.125,1.086134199811423,-0.1875,-1.0625,0.125
1435294646363,-0.0625,1.125,0.6875,1.3199195051214296,-0.0625,-1.125,0.6875
1435294646562,1.125,1.875,-0.125,2.190176933491904,1.125,-1.875,-0.125
